Route,Stop,Time Period,Avg Headway,Std Headway,Min Headway,Max Headway,Count,Bunching Rate %
342,Eastbound 58 Ave @ 176A St,Midday,13.904545454545454,9.73730823776118,0.95,28.366666666666667,11,9.090909090909092
009,Commercial-Broadway Station @ Bay 1,Morning Rush,9.538636363636364,4.738816928584166,1.5666666666666667,16.216666666666665,22,9.090909090909092
342,Southbound 177B St @ 56A Ave,Midday,13.857575757575757,9.74618262488323,0.95,28.383333333333333,11,9.090909090909092
342,Southbound 196 St @ 56 Ave,Morning Rush,18.3,10.407454593276452,1.3,31.316666666666666,11,9.090909090909092
601,Northbound 52A St @ 3rd Ave,Morning Rush,19.581818181818182,15.018030745565396,1.95,59.06666666666667,11,9.090909090909092
002,Westbound Cornwall Ave @ Balsam St,Midday,7.265151515151516,3.3445017445341416,2.4166666666666665,11.483333333333333,11,9.090909090909092
342,Westbound 56 Ave @ 201A St,Morning Rush,18.66969696969697,10.390008069138718,1.4666666666666668,31.55,11,9.090909090909092
019,Eastbound Kingsway @ E Broadway,Midday,8.922727272727274,3.1690102970211793,2.8,12.766666666666667,11,9.090909090909092
019,Eastbound Kingsway @ Clark Dr,Midday,8.043939393939395,3.2956475735874626,1.9,12.4,11,9.090909090909092
002,Westbound Cornwall Ave @ Cypress St,Midday,7.625757575757576,3.1249654543545105,2.433333333333333,11.266666666666667,11,9.090909090909092
342,Eastbound Hwy 10 @ 168 St,Midday,14.687878787878788,9.313956346702664,0.95,28.166666666666668,11,9.090909090909092
501,Eastbound Willowbrook Dr @ 197 St,Morning Rush,13.80151515151515,8.297782349470966,0.5333333333333333,29.35,11,9.090909090909092
002,Westbound Cornwall Ave @ Yew St,Midday,7.354545454545455,3.1812391969612768,2.4166666666666665,11.166666666666666,11,9.090909090909092
019,Eastbound Kingsway @ Carolina St,Midday,8.57878787878788,3.1698851268100734,2.8333333333333335,12.45,11,9.090909090909092
019,Eastbound Kingsway @ Perry St,Midday,7.9803030303030305,3.4271288451431356,1.4833333333333334,12.316666666666666,11,9.090909090909092
130,Eastbound Hastings St @ Gilmore Ave,Morning Rush,8.807246376811595,6.990003370772292,0.7666666666666667,30.766666666666666,23,8.695652173913043
022,Southbound Clark Dr @ E Broadway,Morning Rush,10.333333333333332,6.009710156206883,1.95,21.0,23,8.695652173913043
009,Eastbound E Broadway @ Main St,Morning Rush,9.179710144927537,4.964042311844381,0.7333333333333333,20.8,23,8.695652173913043
R2,Westbound Cotton Rd @ Brooksbank Ave,Morning Rush,8.333333333333332,5.552636101597841,1.65,30.05,23,8.695652173913043
130,Brentwood Station @ Bay 7,Morning Rush,10.058695652173913,6.569747911090901,1.5166666666666666,28.866666666666667,23,8.695652173913043
002,Southbound Burrard St @ Nelson St,Morning Rush,7.689130434782609,5.562649631844333,0.6333333333333333,27.016666666666666,23,8.695652173913043
009,Eastbound W Broadway @ Ontario St,Morning Rush,9.21231884057971,4.943494391906469,0.7,20.816666666666666,23,8.695652173913043
022,Southbound Clark Dr @ E 12 Ave,Morning Rush,10.170289855072463,6.074584735613203,1.9,20.95,23,8.695652173913043
320,Northbound 152 St @ 98 Ave,Midday,15.769444444444446,9.081952448089579,0.4,30.05,12,8.333333333333332
033,Northbound Cambie St @ W 22 Ave,Morning Rush,14.972222222222221,9.336336998640771,1.3833333333333333,30.0,12,8.333333333333332
408,Southbound Garden City Rd @ Saunders Rd,Morning Rush,14.737499999999999,13.22591221004732,0.35,47.083333333333336,12,8.333333333333332
019,Eastbound Kingsway @ Miller St,Midday,8.266666666666667,3.5083018425132435,1.4833333333333334,12.65,12,8.333333333333332
320,Northbound 152 St @ Fraser Hwy,Midday,16.406944444444445,8.838527513262239,0.5833333333333334,29.95,12,8.333333333333332
004,Eastbound Powell St @ Commercial Dr,Morning Rush,15.434722222222222,7.329925028670206,2.283333333333333,25.983333333333334,12,8.333333333333332
342,Northbound 177B St @ 57 Ave,Morning Rush,17.650000000000002,9.66750257618823,1.2833333333333332,29.816666666666666,12,8.333333333333332
601,Northbound 53A St @ 10A Ave,Morning Rush,14.419444444444444,7.502396362393232,0.35,30.716666666666665,12,8.333333333333332
004,Eastbound E Cordova St @ Princess Ave,Morning Rush,15.4125,7.05996367704623,2.2666666666666666,25.133333333333333,12,8.333333333333332
320,Northbound 152 St @ 96 Ave,Midday,15.818055555555555,9.10290346158721,0.4,30.05,12,8.333333333333332
004,Eastbound Powell St @ Victoria Dr,Morning Rush,15.444444444444445,7.336033708509699,2.283333333333333,26.0,12,8.333333333333332
408,Northbound Garden City Rd @ General Currie Rd,Morning Rush,20.416666666666668,18.94110355920172,0.8833333333333333,57.28333333333333,12,8.333333333333332
004,Eastbound McGill St @ N Slocan St,Morning Rush,16.179166666666667,8.70968091646684,2.2333333333333334,30.133333333333333,12,8.333333333333332
501,Eastbound 104 Ave @ 144 St,Morning Rush,13.502777777777778,9.864825875923486,0.6166666666666667,27.966666666666665,12,8.333333333333332
503,Eastbound Fraser Hwy @ 201A St,Midday,7.591666666666668,4.325975688392812,1.6833333333333333,17.666666666666668,12,8.333333333333332
028,Southbound Boundary Rd @ Napier St,Morning Rush,15.868055555555555,8.96827871713118,2.9,29.95,12,8.333333333333332
320,Northbound 152 St @ 94 Ave,Midday,15.89722222222222,9.038340984058289,0.4,30.033333333333335,12,8.333333333333332
004,Eastbound Powell St @ Glen Dr,Morning Rush,15.419444444444444,7.144740360210077,2.316666666666667,25.133333333333333,12,8.333333333333332
028,Southbound Boundary Rd @ E Pender St,Morning Rush,15.875,9.0126664514813,2.9,29.95,12,8.333333333333332
